title,type,release_year,age,is_recent,duration_num,is_tv,is_us,year_added,country_primary,genre_primary,rating,listed_in,cast,has_known_actor,imdb_rating,imdb_votes,trending
Chupan Chupai,Movie,2017,9,1,118.0,0,0,2019,Pakistan,comedies,TV-14,"comedies, international movies","Ahsan Khan, Neelam Muneer, Faizan Khawaja, Ali Rizvi, Vajdaan Shah, Zayed Sheikh, Talat Hussain, Javed Sheikh",1,5.5,280.0,0
Clash of the Titans,Movie,2010,16,0,106.0,0,1,2019,United States,action & adventure,PG-13,"action & adventure, sci-fi & fantasy","Sam Worthington, Liam Neeson, Ralph Fiennes, Jason Flemyng, Gemma Arterton, Alexa Davalos, Tine Stapelfeldt, Mads Mikkelsen, Luke Evans",1,5.8,303998.0,1
Class of '61,Movie,1993,33,0,91.0,0,1,2018,United States,dramas,TV-PG,dramas,"Christien Anholt, Andre Braugher, Dan Futterman, Josh Lucas, Clive Owen, Sophie Ward, Sue-Ann Leeds, Laura Linney",1,5.5,503.0,0
Cloverfield,Movie,2008,18,0,85.0,0,1,2020,United States,action & adventure,PG-13,"action & adventure, horror movies, sci-fi & fantasy","Lizzy Caplan, Jessica Lucas, T.J. Miller, Michael Stahl-David, Mike Vogel, Odette Annable, Anjul Nigam, Margot Farley, Theo Rossi, Brian Klugman",1,7.0,442090.0,1
Colkatay Columbus,Movie,2016,10,1,118.0,0,0,2017,India,comedies,TV-14,"comedies, dramas, independent movies","Mir Afsar Ali, Gaurav Chakrabarty, Tanusree Chakraborty, Anirban Bhattacharya, Ritabhari Chakraborty, Suchandra Vaaniya, Arijit Dutt",0,3.9,172.0,0
Come and Find Me,Movie,2016,10,1,112.0,0,0,2019,Canada,dramas,R,"dramas, thrillers","Aaron Paul, Annabelle Wallis, Garret Dillahunt, Chris Chalk, Zachary Knighton, Enver Gjokaj, Michael Kopsa, Terry Chen",1,5.7,10163.0,1
Concussion,Movie,2013,13,0,96.0,0,1,2018,United States,dramas,R,"dramas, independent movies, lgbtq movies","Robin Weigert, Maggie Siff, Johnathan Tchaikovsky, Ben Shenkman, Janel Moloney, Emily Kinney",1,5.6,5985.0,0
Conor McGregor: Notorious,Movie,2017,9,1,90.0,0,0,2018,Ireland,documentaries,R,"documentaries, sports movies",Conor McGregor,0,7.1,6774.0,0
Cooking on High,TV Show,2018,8,1,1.0,1,1,2018,United States,reality tv,TV-MA,reality tv,"Josh Leyva, Ngaio Bealum",0,5.0,490.0,0
Counterfeiting in Suburbia,Movie,2018,8,1,88.0,0,0,2018,Canada,dramas,TV-14,"dramas, thrillers","Sarah Butler, Larissa Albuquerque, Kayla Wallace, Matthew MacCaull, James Dean, Alison Wandzura, Bruce Blain, Natalie Grace, Phillip Mitchell",0,4.8,389.0,0
Covered: Alive in Asia,Movie,2016,10,1,75.0,0,1,2016,United States,documentaries,TV-G,"documentaries, faith & spirituality, music & musicals",Israel Houghton,0,5.6,19.0,0
Crime Time,TV Show,2017,9,1,1.0,1,0,2019,France,crime tv shows,TV-MA,"crime tv shows, international tv shows, tv action & adventure","Augusto Madeira, Érico Brás, Gustavo Machado, Dionisio Neto, Fernanda Vianna, Georgina Castro, Leo Miranda, Marat Descartes, Mauricio Tarcinalli Barros, Sabrina Greve, Sérgio Malheiros",1,6.2,107.0,0
Dante's Peak,Movie,1997,29,0,108.0,0,1,2019,United States,action & adventure,PG-13,action & adventure,"Pierce Brosnan, Linda Hamilton, Elizabeth Hoffman, Jamie Renée Smith, Jeremy Foley, Charles Hallahan, Grant Heslov, Kirk Trutner, Arabella Field, Tzi Ma",1,6.1,106252.0,1
Darna Mana Hai,Movie,2003,23,0,116.0,0,0,2019,India,horror movies,TV-MA,"horror movies, international movies, thrillers","Aftab Shivdasani, Antara Mali, Boman Irani, Isha Koppikar, Nana Patekar, Raghuvir Yadav, Rajpal Yadav, Revathy, Saif Ali Khan, Sameera Reddy, Sanjay Kapoor, Shilpa Shetty, Sohail Khan, Vivek Oberoi",1,6.3,3979.0,0
Darra,Movie,2016,10,1,121.0,0,0,2017,India,dramas,TV-14,"dramas, international movies","Gurpreet Ghuggi, Happy Raikoti, Kartar Cheema, Sardar Sohi, Shavendra Mahal, Karamjit Anmol, Pammi Bai, Nirmal Rishi, Manpreet Saggu",1,5.1,47.0,0
Daughters of the Dust,Movie,1991,35,0,112.0,0,0,2017,United Kingdom,classic movies,NR,"classic movies, dramas, independent movies","Cora Lee Day, Alva Rogers, Barbarao, Trula Hoosier, Adisa Anderson, Kaycee Moore, Bahni Turpin, Cheryl Lynn Bruce, Tommy Redmond Hicks, Cornell Royal",0,6.6,3463.0,0
Dean,Movie,2016,10,1,94.0,0,1,2020,United States,comedies,PG-13,"comedies, dramas, independent movies","Demetri Martin, Kevin Kline, Gillian Jacobs, Rory Scovel, Ginger Gonzaga, Reid Scott, Mary Steenburgen, Briga Heelan, Christine Woods, Peter Scolari",1,6.3,2725.0,0
Dear Dracula,Movie,2012,14,0,43.0,0,1,2016,United States,children & family movies,TV-Y7-FV,"children & family movies, comedies","Nathan Gamble, Ray Liotta, Emilio Estevez, Ariel Winter, Matthew Lillard, Yuri Lowenthal, Marion Ross, Tara Strong",1,5.3,282.0,0
Death House,Movie,2017,9,1,88.0,0,1,2019,United States,horror movies,R,horror movies,"Cody Longo, Cortney Palm, Adrienne Barbeau, Michael Berryman, Barbara Crampton, Sid Haig, Gunnar Hansen, Lindsay Hartley, Kane Hodder, Lloyd Kaufman, Camille Keaton, Bill Moseley, Tony Todd, Dee Wallace, Vincent Ward, Vernon Wells",1,3.0,1769.0,0
Devil's Bride,Movie,2016,10,1,108.0,0,0,2017,Finland,dramas,TV-MA,"dramas, international movies","Tuulia Eloranta, Magnus Krepper, Elin Petersdottir, Claes Malmberg, Kaija Pakarinen, Antti Reini, Lauri Tanskanen, Johanna af Schultén, Maria Sid, Pirkko Hämäläinen, Sonja Halla-aho",1,6.0,1407.0,0
Dhamaal,Movie,2007,19,0,128.0,0,0,2019,India,action & adventure,TV-14,"action & adventure, comedies, international movies","Sanjay Dutt, Riteish Deshmukh, Arshad Warsi, Aashish Chaudhary, Javed Jaffrey, Prem Chopra, Asrani, Tiku Talsania",1,7.5,19863.0,1
Dismissed,Movie,2017,9,1,87.0,0,1,2018,United States,thrillers,TV-14,thrillers,"Kent Osborne, Dylan Sprouse, Rae Gray, Alycia Delmore, Robert Longstreet, Chris Bauer, Randall Park, Mitchell Edwards, Victoria Zeutzius, Leslie Thurston, Matthew J. Evans",1,5.7,8078.0,0
District 9,Movie,2009,17,0,112.0,0,0,2019,South Africa,action & adventure,R,"action & adventure, international movies, sci-fi & fantasy","Sharlto Copley, Jason Cope, David James, Vanessa Haywood, Mandla Gaduka, Kenneth Nkosi, Eugene Khumbanyiwa, Louis Minnaar, William Allen Young, Nathalie Boltt",1,7.9,748028.0,1
Don't Be Afraid of the Dark,Movie,2010,16,0,99.0,0,1,2019,United States,horror movies,R,horror movies,"Katie Holmes, Guy Pearce, Bailee Madison, Jack Thompson, Garry McDonald, Alan Dale, Julia Blake, Edwina Ritchard, Emilia Burns, Guillermo del Toro",1,5.5,51612.0,1
Don't Crack Under Pressure II,Movie,2016,10,1,88.0,0,0,2020,France,action & adventure,TV-MA,"action & adventure, documentaries, international movies","Davide Carrera, Eric Duguil, Jesse Richman, Richie Jackson, Loic Collomb-Patton, Wille Lindberg, Matt Annetts",1,6.8,125.0,0
Don't Knock Twice,Movie,2016,10,1,93.0,0,0,2019,United Kingdom,horror movies,R,"horror movies, international movies","Katee Sackhoff, Lucy Boynton, Richard Mylan, Nick Moran, Pascale Wilson, Javier Botet, Pooneh Hajimohammadi, Sarah Buckland",1,5.1,15348.0,1
Donnie Brasco,Movie,1997,29,0,127.0,0,1,2020,United States,dramas,R,"dramas, thrillers","Al Pacino, Johnny Depp, Michael Madsen, Bruno Kirby, James Russo, Anne Heche, Zeljko Ivanek, Gerry Becker, Robert Miano, Zach Grenier",1,7.7,352285.0,1
Doom,Movie,2005,21,0,105.0,0,0,2020,United Kingdom,action & adventure,R,"action & adventure, horror movies, sci-fi & fantasy","Karl Urban, Rosamund Pike, Dwayne Johnson, Deobia Oparei, Ben Daniels, Razaaq Adoti, Richard Brake, Dexter Fletcher, Al Weaver, Brian Steele",1,5.2,122920.0,1
Dream Big: Engineering Our World,Movie,2017,9,1,42.0,0,1,2018,United States,documentaries,TV-G,documentaries,Jeff Bridges,1,6.4,605.0,0
Dries,Movie,2017,9,1,89.0,0,0,2018,Germany,documentaries,TV-PG,"documentaries, international movies",Dries Van Noten,0,6.8,441.0,0
Eddie Murphy: Delirious,Movie,1983,43,0,69.0,0,1,2018,United States,stand-up comedy,TV-MA,stand-up comedy,Eddie Murphy,1,8.1,19033.0,1
Eh Janam Tumhare Lekhe,Movie,2015,11,1,124.0,0,0,2017,India,dramas,TV-14,"dramas, international movies","Pavan Malhotra, Sudhanshu Aggarwal, Arjuna Bhalla, Avrinder Kaur, Arvinder Bhatti, Master Yuvraj, Jai Bharti, Gagandeep Singh",1,8.6,425.0,0
Enemy,Movie,2013,13,0,91.0,0,0,2018,Canada,independent movies,R,"independent movies, thrillers","Jake Gyllenhaal, Mélanie Laurent, Sarah Gadon, Isabella Rossellini, Joshua Peace, Tim Post",1,6.9,236696.0,1
Enlighten Us,Movie,2016,10,1,93.0,0,1,2017,United States,documentaries,TV-14,documentaries,James Arthur Ray,0,6.2,623.0,0
Equals,Movie,2015,11,1,102.0,0,1,2018,United States,dramas,PG-13,"dramas, romantic movies, sci-fi & fantasy","Nicholas Hoult, Kristen Stewart, Jacki Weaver, Guy Pearce, Rebecca Hazlewood, Scott Lawrence, Kai Lennox, Rizwan Manji",1,6.0,34275.0,1
Ethirmarai,Movie,2018,8,1,91.0,0,0,2018,India,international movies,TV-14,"international movies, music & musicals, thrillers","Ramanathan, Rakesh",0,5.2,18.0,0
Evan Almighty,Movie,2007,19,0,96.0,0,1,2019,United States,children & family movies,PG,"children & family movies, comedies, faith & spirituality","Steve Carell, John Goodman, Molly Shannon, Lauren Graham, Graham Phillips, Johnny Simmons, Morgan Freeman, Wanda Sykes, John Michael Higgins, Jonah Hill, Jimmy Bennett",1,5.4,159979.0,1
Fakta Ladh Mhana,Movie,2011,15,0,150.0,0,0,2018,India,action & adventure,TV-14,"action & adventure, dramas, international movies","Sachin Khedekar, Bharat Jadhav, Aniket Vishwasrao, Siddarth Jadhav, Sanjay Narvekar, Vaibhav Mangale, Santosh Juvekar, Sanjay Khapre, Mahesh Manjrekar",1,6.2,159.0,0
Fanatic,Movie,2019,7,1,91.0,0,1,2019,United States,thrillers,TV-14,thrillers,"Denyce Lawton, Hosea Chanchez, Michelle Mitchenor, Darius McCrary, Shawne Merriman, Sticky Fingaz, Miguel A. Núñez Jr., Masika Kalysha, Zac Titus",1,3.1,316.0,0
Fear and Loathing in Las Vegas,Movie,1998,28,0,118.0,0,1,2019,United States,comedies,R,"comedies, cult movies, dramas","Johnny Depp, Benicio Del Toro, Tobey Maguire, Ellen Barkin, Gary Busey, Christina Ricci, Mark Harmon, Cameron Diaz, Katherine Helmond, Michael Jeter, Craig Bierko, Lyle Lovett, Flea, Christopher Meloni, Harry Dean Stanton, Tim Thomerson",1,7.5,316089.0,1
Fiddler on the Roof,Movie,1971,55,0,181.0,0,1,2020,United States,classic movies,G,"classic movies, dramas, music & musicals","Topol, Norma Crane, Leonard Frey, Molly Picon, Paul Mann, Rosalind Harris, Michele Marsh, Neva Small, Paul Michael Glaser, Ray Lovelock",0,8.0,50492.0,1
Filmworker,Movie,2017,9,1,94.0,0,1,2018,United States,documentaries,TV-MA,documentaries,Leon Vitali,0,7.4,3555.0,0
Fire at Sea,Movie,2016,10,1,114.0,0,0,2017,Italy,documentaries,TV-14,"documentaries, international movies","Samuele Caruana, Giuseppe Fragapane",0,6.7,6136.0,0
Fireflies,Movie,2013,13,0,99.0,0,0,2019,India,dramas,TV-MA,"dramas, independent movies, international movies","Rahul Khanna, Arjun Mathur, Shivani Ghai, Monica Dogra, Aadya Bedi",1,5.8,117.0,0
FirstBorn,Movie,2016,10,1,90.0,0,0,2017,United Kingdom,horror movies,TV-MA,"horror movies, international movies","Antonia Thomas, Luke Norris, Thea Petrie, Eileen Davies, Jonathan Hyde",1,4.8,2035.0,0
Fittest in Dubai,Movie,2019,7,1,60.0,0,0,2020,United Arab Emirates,documentaries,TV-14,"documentaries, international movies, sports movies",,0,6.1,416.0,0
For Colored Girls,Movie,2010,16,0,134.0,0,1,2020,United States,dramas,R,dramas,"Kimberly Elise, Janet Jackson, Loretta Devine, Thandie Newton, Anika Noni Rose, Kerry Washington, Tessa Thompson, Phylicia Rashad, Whoopi Goldberg, Omari Hardwick, Macy Gray, Michael Ealy, Richard Lawson, Hill Harper, Khalil Kain",1,6.2,8267.0,0
For Greater Glory,Movie,2012,14,0,145.0,0,0,2019,Mexico,dramas,R,"dramas, international movies","Rubén Blades, Bruce Greenwood, Bruce McGill, Peter O'Toole, Andy Garcia, Nestor Carbonell, Eduardo Verástegui, Catalina Sandino Moreno, Eva Longoria, Santiago Cabrera, Adrian Alonso, Oscar Isaac, Mauricio Kuri",1,6.6,5548.0,0
For the Love of Benji,Movie,1977,49,0,84.0,0,1,2018,United States,children & family movies,G,children & family movies,"Patsy Garrett, Cynthia Smith, Allen Fiuzat, Ed Nelson, Art Vasil, Peter Bowles, Bridget Armstrong, Mihalis Lambrinos, Dean Goss, Tony Alatis",0,5.9,1257.0,0
Forbidden Planet,Movie,1956,70,0,98.0,0,1,2019,United States,action & adventure,G,"action & adventure, classic movies, sci-fi & fantasy","Leslie Nielsen, Walter Pidgeon, Anne Francis, Jack Kelly, Warren Stevens, James Drury, Earl Holliman",0,7.5,55938.0,1
Four Christmases,Movie,2008,18,0,88.0,0,0,2021,Germany,comedies,PG-13,"comedies, romantic movies","Vince Vaughn, Reese Witherspoon, Robert Duvall, Sissy Spacek, Jon Voight, Jon Favreau, Mary Steenburgen, Dwight Yoakam, Tim McGraw, Kristin Chenoweth",1,5.7,88143.0,1
Four Seasons in Havana,TV Show,2016,10,1,1.0,1,0,2016,Spain,crime tv shows,TV-MA,"crime tv shows, international tv shows, spanish-language tv shows","Jorge Perugorría, Carlos Enrique Almirante, Mario Guerra, Luis Alberto García, Juana Acosta, Laura Ramos",1,7.4,1156.0,0
Four Weddings and a Funeral,Movie,1994,32,0,118.0,0,0,2019,United Kingdom,classic movies,R,"classic movies, comedies, international movies","Hugh Grant, Andie MacDowell, James Fleet, Simon Callow, John Hannah, Kristin Scott Thomas, David Bower, Charlotte Coleman, David Haig, Rowan Atkinson, Sophie Thompson, Anna Chancellor, Corin Redgrave",1,7.1,176528.0,1
Frances Ha,Movie,2012,14,0,86.0,0,1,2017,United States,comedies,R,"comedies, dramas, independent movies","Greta Gerwig, Mickey Sumner, Charlotte d'Amboise, Adam Driver, Hannah Dunne, Michael Esper, Grace Gummer, Patrick Heusinger, Josh Hamilton, Cindy Katz, Maya Kazan, Justine Lupe, Britta Phillips, Juliet Rylance, Dean Wareham, Michael Zegen",1,7.4,101840.0,1
From Japan to Egypt,Movie,2017,9,1,93.0,0,0,2019,Egypt,children & family movies,TV-14,"children & family movies, comedies, dramas","Ahmed Eid, Saki Tsukamoto, Nada Moussa, Mohammed Tharwat",1,5.5,523.0,0
Furie,Movie,2019,7,1,97.0,0,0,2019,Vietnam,action & adventure,TV-MA,"action & adventure, dramas, international movies","Ngo Thanh Van, Phan Thanh Nhien, Mai Cat Vi, Thanh Hoa, Pham Anh Khoa",0,6.3,6007.0,0
Game Winning Hit,TV Show,2009,17,0,1.0,1,0,2016,Taiwan,international tv shows,TV-MA,"international tv shows, tv comedies, tv dramas","Lego Lee, Alice Ko, Afalean Lu, Tsai Chen-nan, Wang Chuan, Leiya Gao, Charlize Lin",1,2.5,112.0,0
Gargantia on the Verdurous Planet,TV Show,2013,13,0,1.0,1,0,2016,Japan,anime series,,"anime series, international tv shows","Kaito Ishikawa, Hisako Kanemoto, Ai Kayano, Kana Asumi, Shizuka Ito, Sayaka Ohara, Katsuyuki Konishi, Yuka Terasaki, Yuki Ono, Tomokazu Sugita, Ayumi Fujimura, Alan Lee, Cassandra Morris, Natalie Hoover, Janice Kawaye, Laura Post, Julie Ann Taylor, Patrick Seitz, Michelle Ruff, Marc Diraison, Matthew Mercer, Karen Strassman",1,7.4,2009.0,0
Get Smart,Movie,2008,18,0,110.0,0,1,2019,United States,action & adventure,PG-13,"action & adventure, comedies","Steve Carell, Anne Hathaway, Dwayne Johnson, Alan Arkin, Terence Stamp, Terry Crews, David Koechner, James Caan, Masi Oka, Nate Torrence, Bill Murray",1,6.5,236066.0,1
Ghost Pain,Movie,2013,13,0,58.0,0,0,2019,Japan,action & adventure,TV-MA,"action & adventure, anime features, international movies","Maaya Sakamoto, Ikkyu Juku, Kenichirou Matsuda, Tarusuke Shingaki, Yoji Ueda, Miyuki Sawashiro, Mayumi Asano, Takanori Hoshino, Yasuhiro Mamiya, Kenji Nojima",1,7.1,4650.0,0
Ghost Tears,Movie,2014,12,0,58.0,0,0,2019,Japan,action & adventure,TV-MA,"action & adventure, anime features, international movies","Maaya Sakamoto, Ikkyu Juku, Kenichirou Matsuda, Tarusuke Shingaki, Shunsuke Sakuya, Takuro Nakakuni, Yoji Ueda, Kazuya Nakai, Miyuki Sawashiro, Tatsuhisa Suzuki",1,7.1,3123.0,0
Ghulam-E-Musthafa,Movie,1997,29,0,161.0,0,0,2019,India,action & adventure,TV-MA,"action & adventure, dramas, international movies","Nana Patekar, Raveena Tandon, Paresh Rawal, Aruna Irani, Mohan Joshi, Mohnish Bahl, Shivaji Satham, Vishwajeet Pradhan, Ashwin Kaushal, Satish Shah",1,6.7,1330.0,0
GLOW: The Story of the Gorgeous Ladies of Wrestling,Movie,2012,14,0,77.0,0,1,2017,United States,documentaries,NR,"documentaries, sports movies",,0,7.3,1693.0,0
God Knows Where I Am,Movie,2016,10,1,103.0,0,1,2018,United States,documentaries,TV-PG,documentaries,Lori Singer,0,7.3,913.0,0
God's Not Dead,Movie,2014,12,0,113.0,0,1,2020,United States,dramas,PG,"dramas, faith & spirituality","Kevin Sorbo, Shane Harper, David A.R. White, Dean Cain, Benjamin A. Onyango, Paul Kwo, Hadeel Sittu, Trisha LaFache, Cory Oliver, Willie Robertson, Korie Robertson",1,4.6,45836.0,1
GoldenEye,Movie,1995,31,0,130.0,0,0,2019,United Kingdom,action & adventure,PG-13,action & adventure,"Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen, Joe Don Baker, Judi Dench, Robbie Coltrane, Gottfried John, Alan Cumming, Tchéky Karyo, Desmond Llewelyn, Samantha Bond, Michael Kitchen, Serena Gordon, Simon Kunz",1,7.2,281321.0,1
Golmaal: Fun Unlimited,Movie,2006,20,0,148.0,0,0,2019,India,comedies,TV-14,"comedies, international movies","Ajay Devgn, Tusshar Kapoor, Arshad Warsi, Sharman Joshi, Paresh Rawal, Rimi Sen, Sushmita Mukherjee, Vrajesh Hirjee",1,7.5,19937.0,1
Good People,Movie,2014,12,0,90.0,0,1,2017,United States,action & adventure,R,"action & adventure, thrillers","James Franco, Kate Hudson, Tom Wilkinson, Omar Sy, Sam Spruell, Anna Friel, Thomas Arnold, Oliver Dimsdale, Diana Hardcastle, Michael Jibson, Diarmaid Murtagh",1,5.5,17561.0,1
Goon,Movie,2011,15,0,92.0,0,1,2017,United States,comedies,R,"comedies, sports movies","Seann William Scott, Jay Baruchel, Liev Schreiber, Alison Pill, Marc-André Grondin, Kim Coates, Eugene Levy, Nicholas Campbell, Richard Clarkin, Jonathan Cherry",1,6.8,92809.0,1
Hükümet Kadin 2,Movie,2013,13,0,101.0,0,0,2017,Turkey,comedies,TV-14,"comedies, international movies","Demet Akbağ, Sermiyan Midyat, Mahir İpek, Gülhan Tekin, Burcu Gönder, Mine Şenhuy Teber, Osman Alkaş, Bülent Çolak, Olgun Toker, Doğukan Polat",1,6.1,5504.0,0
Haapus,Movie,2010,16,0,138.0,0,0,2018,India,comedies,TV-14,"comedies, dramas, international movies","Makarand Anaspure, Madhura Velankar, Subodh Bhave",1,7.0,143.0,0
Hannibal,TV Show,2015,11,1,3.0,1,1,2020,United States,tv horror,TV-MA,"tv horror, tv mysteries, tv thrillers","Hugh Dancy, Mads Mikkelsen, Caroline Dhavernas, Hettienne Park, Laurence Fishburne, Scott Thompson, Aaron Abrams, Gillian Anderson, Lara Jean Chorostecki",1,5.3,325.0,0
Hans Zimmer: Live in Prague,Movie,2017,9,1,138.0,0,0,2018,United Kingdom,international movies,TV-G,"international movies, music & musicals",Hans Zimmer,0,9.1,3253.0,0
Hardcore Henry,Movie,2015,11,1,96.0,0,0,2020,Russia,action & adventure,R,"action & adventure, international movies, sci-fi & fantasy","Sharlto Copley, Danila Kozlovsky, Haley Bennett, Andrey Dementiev, Dasha Charusha, Svetlana Ustinova, Tim Roth, Ilya Naishuller",1,6.7,108110.0,1
Haseena Maan Jaayegi,Movie,1999,27,0,151.0,0,0,2018,India,action & adventure,TV-PG,"action & adventure, comedies, dramas","Sanjay Dutt, Govinda, Karisma Kapoor, Pooja Batra, Kader Khan, Paresh Rawal, Satish Kaushik, Aruna Irani, Anupam Kher, Ashish Vidyarthi, Aashif Sheikh, Asrani, Razak Khan, Shakti Kapoor, Bindu, Mahavir Shah, Mohan Joshi, Anil Dhawan",1,6.3,3772.0,0
Haven,TV Show,2015,11,1,5.0,1,0,2015,Canada,classic & cult tv,TV-14,"classic & cult tv, tv horror, tv mysteries","Emily Rose, Lucas Bryant, Nicholas Campbell, Eric Balfour, Richard Donat, John Dunsworth, Maurice Dean Wint, Adam Copeland",1,7.8,114.0,0
Havenhurst,Movie,2016,10,1,85.0,0,1,2017,United States,horror movies,TV-MA,"horror movies, thrillers","Julie Benz, Belle Shouse, Josh Stamberg, Danielle Harris, Douglas Tait, Matt Lasky, Dendrie Taylor, Toby Huss, Jennifer Blanc, Fionnula Flanagan",1,4.8,4236.0,0
He's Out There,Movie,2018,8,1,89.0,0,1,2019,United States,horror movies,R,"horror movies, thrillers","Yvonne Strahovski, Anna Pniowsky, Abigail Pniowsky, Ryan McDonald, Justin Bruening, Julian Bailey",0,5.3,9786.0,0
Heartbreakers,Movie,2001,25,0,124.0,0,1,2019,United States,comedies,PG-13,"comedies, romantic movies","Sigourney Weaver, Jennifer Love Hewitt, Ray Liotta, Jason Lee, Gene Hackman, Anne Bancroft, Jeffrey Jones, Nora Dunn, Ricky Jay, Zach Galifianakis",1,6.2,60998.0,1
Hell and Back,Movie,2015,11,1,86.0,0,1,2018,United States,action & adventure,R,"action & adventure, comedies, independent movies","Nick Swardson, Mila Kunis, Bob Odenkirk, T.J. Miller, Rob Riggle, Susan Sarandon, Danny McBride, Jennifer Coolidge, John Farley, Maria Bamford",1,5.4,5452.0,0
Hellboy,Movie,2004,22,0,122.0,0,1,2018,United States,action & adventure,PG-13,"action & adventure, cult movies, sci-fi & fantasy","Ron Perlman, John Hurt, Selma Blair, Rupert Evans, Karel Roden, Jeffrey Tambor, Doug Jones, Brian Steele, Ladislav Beran, Biddy Hodson, Corey Johnson, Kevin Trainor",1,6.9,369044.0,1
Her Only Choice,Movie,2018,8,1,87.0,0,1,2019,United States,dramas,TV-14,dramas,"Denise Boutte, Timon Kyle Durrett, Leon, Tamara Tunie, Vanessa Bell Calloway, Tiffany Snow, Keith Arthur Bolden, Elise Neal, Jeryl Prescott",1,5.6,192.0,0
Hera Pheri,Movie,1976,50,0,156.0,0,0,2019,India,action & adventure,TV-14,"action & adventure, comedies, dramas","Amitabh Bachchan, Vinod Khanna, Saira Banu, Sulakshana Pandit, Shreeram Lagoo, Pinchoo Kapoor, P. Jairaj, Yunus Parvez",1,6.6,1150.0,0
Here Alone,Movie,2016,10,1,97.0,0,1,2017,United States,horror movies,TV-MA,horror movies,"Lucy Walters, Gina Piersanti, Adam David Thompson, Shane West, Ryken A. Whitfield, Abel McSurely Bradshaw, Rebecca Spiro",1,5.6,8091.0,0
Hide & Seek,Movie,2010,16,0,96.0,0,0,2018,India,horror movies,TV-14,"horror movies, international movies, thrillers","Purab Kohli, Arjan Bajwa, Mrinalini Sharma, Sameer Kochhar, Ayaz Khan, Amruta Patki, Pavail Gulati, Prashant, Amol Mhatre",1,4.3,248.0,0
Hide and Seek,Movie,2016,10,1,104.0,0,0,2017,China,international movies,TV-14,"international movies, thrillers","Wallace Huo, Qin Hailu, Regina Wan, Jessie Li, Dong Zijian, Li Yiqing, Fan Qianhui",1,5.9,727.0,0
Hisss,Movie,2010,16,0,97.0,0,0,2017,India,horror movies,TV-MA,"horror movies, international movies, thrillers","Mallika Sherawat, Irrfan Khan, Jeff Doucette, Divya Dutta, Raman Trikha, Mahmoud Babai, Raj Bhansali, Sunny Charles, Tony Ciccone, Parvez Khan",1,2.9,1929.0,0
Hombanna,Movie,2017,9,1,126.0,0,0,2018,India,dramas,TV-14,"dramas, international movies","Subbu Talabi, Dhanu Gowda, H.G. Dattatreya, Suchendra Prasad, Ambujakshi, Neenasam Ashwath",0,8.2,69.0,0
Hoodwinked Too! Hood vs. Evil,Movie,2011,15,0,86.0,0,1,2018,United States,children & family movies,PG,"children & family movies, comedies","Hayden Panettiere, Glenn Close, Patrick Warburton, Joan Cusack, David Ogden Stiers, Bill Hader, Amy Poehler, Andy Dick, Martin Short, Brad Garrett, Cheech Marin, Tommy Chong, Heidi Klum, Wayne Newton",1,4.7,14514.0,1
Horns,Movie,2013,13,0,120.0,0,1,2019,United States,dramas,R,"dramas, horror movies, sci-fi & fantasy","Daniel Radcliffe, Juno Temple, Max Minghella, Joe Anderson, Kelli Garner, Heather Graham, David Morse, Kathleen Quinlan, James Remar",1,6.4,91278.0,1
Horror Story,Movie,2013,13,0,85.0,0,0,2019,India,horror movies,TV-14,"horror movies, international movies","Karan Kundra, Nishant Malkani, Hassan Zaidi, Ravish Desai, Radhika Menon, Aparna Bajpai, Nandini Vaid, Sheetal Singh, Bikramjeet Singh, Masood Akhtar",1,4.2,2205.0,0
Hot Property,Movie,2016,10,1,82.0,0,0,2017,United Kingdom,comedies,TV-MA,"comedies, independent movies","MyAnna Buring, Tom Rhys Harries, Ella Smith, Sam Phillips, Kate Bracken",1,4.2,277.0,0
How to Be a Player,Movie,1997,29,0,94.0,0,1,2019,United States,comedies,R,comedies,"Bill Bellamy, Natalie Desselle, Lark Voorhies, Mari Morrow, Pierre Edwards, Jermaine 'Huggy' Hopkins, Anthony Johnson, Max Julien, Beverly Johnson, Gilbert Gottfried, Bernie Mac",1,5.3,9411.0,0
Hunt to Kill,Movie,2010,16,0,97.0,0,0,2020,Canada,action & adventure,R,action & adventure,"Steve Austin, Gil Bellows, Gary Daniels, Marie Avgeropoulos, Emilie Ullerup, Michael Eklund, Eric Roberts, Michael Hogan, Donnelly Rhodes, Adrian Holmes",1,5.1,7169.0,0
Hurricane Bianca: From Russia With Hate,Movie,2018,8,1,85.0,0,1,2018,United States,comedies,TV-MA,"comedies, independent movies, lgbtq movies","Roy Haylock, Rachel Dratch, Brian McCook, D.J. ""Shangela"" Pierce, Doug Plaut, Cheyenne Jackson, Kristen Johnston, Heather McDonald, Wanda Sykes, Janeane Garofalo",1,4.8,2734.0,0
I'll See You in My Dreams,Movie,2015,11,1,96.0,0,1,2019,United States,comedies,PG-13,"comedies, dramas, independent movies","Blythe Danner, Martin Starr, June Squibb, Rhea Perlman, Mary Kay Place, Malin Akerman, Sam Elliott, Aarti Mann, Mark Adair-Rios, Ashley Spillers",1,6.7,9776.0,0
